Age,Attrition,DailyRate,DistanceFromHome,EnvironmentSatisfaction,JobInvolvement,JobLevel,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,JobRole_Encoded,Department_Encoded
0.4761904761904761,0,1261,2,4,3,2,3,1,0.2919431279620853,7259,9,0,3,2,0,14,3,3,0.025,0,0,0,4,1
0.4761904761904761,0,1084,29,4,3,2,4,1,0.2765666140073723,4185,3,0,3,1,1,9,3,1,0.17500000000000002,7,1,7,4,1
0.21428571428571425,0,472,1,3,2,2,1,1,0.17319641916798317,9679,5,0,3,3,1,6,1,3,0.05,2,2,0,4,1
0.7380952380952379,0,1002,18,4,3,2,4,0,0.30516061084781465,23793,1,1,3,1,2,7,0,3,0.17500000000000002,7,1,7,4,1
0.380952380952381,0,878,10,4,3,1,3,0,0.14776197998946816,5972,1,1,3,4,1,5,4,4,0.125,3,2,0,6,1
0.5238095238095237,0,905,19,3,3,2,4,1,0.09120589784096894,16523,8,1,3,3,1,15,2,4,0.17500000000000002,2,3,7,2,1
0.4761904761904761,1,1180,29,2,3,2,1,1,0.29826224328594,11354,7,1,3,2,0,17,2,3,0.025,0,0,0,0,1
0.2619047619047619,1,121,27,2,3,3,4,1,0.34913112164297,24525,1,0,4,4,3,10,3,2,0.25,4,1,9,7,2
0.09523809523809518,0,1136,5,4,4,1,2,0,0.06945760926803582,12392,1,1,3,1,1,4,2,2,0.1,2,2,2,6,1
0.42857142857142855,0,635,18,2,3,1,4,2,0.0602422327540811,7703,1,0,3,1,0,8,2,3,0.2,1,1,7,2,1
0.5238095238095237,0,1151,9,4,2,2,4,1,0.20363349131121647,14242,9,0,3,4,1,5,5,1,0.07500000000000001,2,0,2,0,1
0.6666666666666665,0,644,1,4,3,3,1,0,0.4416535018430753,12368,7,0,3,3,1,17,3,3,0.1,2,0,3,0,1
0.3333333333333333,1,1045,4,4,1,3,4,1,0.4945234333859926,25812,1,0,3,3,0,14,2,2,0.35000000000000003,8,9,8,7,2
0.28571428571428564,0,829,1,3,2,3,3,2,0.39310163243812535,20925,1,0,4,3,0,12,2,3,0.275,8,5,8,4,1
0.21428571428571425,0,1242,20,4,3,2,3,2,0.4724591890468668,12916,1,0,3,4,0,7,2,3,0.17500000000000002,7,0,7,7,2
0.7857142857142856,0,1469,8,2,2,3,2,1,0.6045813586097947,15736,5,0,3,4,2,16,5,1,0.25,9,4,7,5,1
0.28571428571428564,1,1005,3,4,3,1,1,2,0.08678251711427068,8556,5,1,3,3,0,8,5,3,0.125,2,0,4,6,1
0.5476190476190477,0,896,6,4,3,3,4,2,0.6625592417061611,14674,3,1,3,3,0,16,3,3,0.025,0,0,0,3,2
0.28571428571428564,1,334,26,3,2,2,1,2,0.29947340705634545,22967,5,0,3,3,0,9,5,2,0.15000000000000002,3,0,1,7,2
0.2619047619047619,1,992,1,3,3,1,3,2,0.05523959978936282,19757,0,0,3,4,0,7,1,2,0.15000000000000002,2,1,5,6,1
0.6428571428571428,0,1052,6,4,2,3,4,2,0.41369141653501845,16840,6,0,3,4,0,23,2,3,0.47500000000000003,7,12,8,7,2
0.857142857142857,0,1147,3,4,3,2,1,1,0.25966298051606107,17011,2,0,3,4,1,16,4,3,0.15000000000000002,2,0,5,7,2
0.42857142857142855,0,1396,5,4,3,2,2,2,0.25829383886255924,9945,8,0,3,4,0,16,3,4,0.325,11,3,7,2,1
0.35714285714285715,0,147,4,3,2,1,2,1,0.08493944181147975,13248,6,0,4,4,0,7,3,3,0.07500000000000001,2,1,1,6,1
0.4523809523809524,0,663,11,2,3,3,4,0,0.5885202738283307,10056,1,1,3,3,3,10,1,3,0.25,8,0,7,5,1
0.4761904761904761,0,119,3,1,3,3,3,0,0.5055292259083728,9647,0,0,3,3,2,17,6,2,0.4,10,5,13,7,2
0.3095238095238095,0,979,1,3,1,2,3,1,0.17567140600315956,4381,0,0,3,4,1,6,2,3,0.125,4,1,4,4,1
0.976190476190476,0,142,3,3,2,1,4,1,0.061506055818852025,8456,3,0,3,1,1,7,6,3,0.025,0,0,0,6,1
0.4523809523809524,0,319,4,1,3,1,4,0,0.09394418114797262,2539,4,0,3,3,1,13,2,3,0.225,8,5,8,8,2
0.2619047619047619,0,1413,1,2,3,3,4,1,0.36382306477093207,6599,1,0,3,4,1,11,5,3,0.275,10,4,1,7,2
0.4047619047619047,0,944,1,3,3,3,3,2,0.40968931016324384,9096,1,0,3,1,0,10,3,4,0.25,7,0,8,7,2
0.2619047619047619,1,896,18,3,2,1,4,2,0.0726698262243286,14961,1,1,3,3,0,4,3,2,0.1,3,0,1,6,1
0.8095238095238095,0,1323,2,3,2,1,4,2,0.11600842548709847,3300,7,0,3,2,0,6,3,2,0.05,2,2,2,2,1
0.5714285714285714,0,532,4,3,3,5,4,1,0.9596103212216957,4933,1,0,3,4,0,22,3,3,0.55,17,11,15,3,1
0.976190476190476,0,818,6,2,3,1,3,1,0.06624539231174303,25657,8,0,3,4,0,7,2,2,0.05,2,2,2,1,0
0.7619047619047619,0,854,1,4,3,5,4,0,0.9746182201158505,24118,3,0,3,3,1,32,3,2,0.17500000000000002,0,0,6,3,2
0.35714285714285715,1,813,14,3,3,1,4,1,0.07514481305950502,22149,5,1,3,3,1,8,2,1,0.125,4,0,4,2,1
0.5952380952380951,0,1034,16,4,3,4,4,1,0.7927856766719326,7744,5,1,4,3,1,22,3,3,0.42500000000000004,13,1,9,3,2
0.35714285714285715,1,465,2,1,3,1,1,1,0.08941548183254344,21509,7,0,4,1,0,13,3,4,0.225,7,1,7,2,1
0.8095238095238095,0,771,2,1,2,5,3,2,0.9509741969457609,21030,1,1,3,4,0,33,2,4,0.8250000000000001,7,15,12,3,2
0.3333333333333333,0,1401,4,3,3,1,2,1,0.153870458135861,20990,2,0,3,1,1,6,5,3,0.1,3,1,2,8,2
0.3333333333333333,1,515,1,4,2,1,3,2,0.14328593996840444,9571,0,1,3,4,0,4,2,1,0.07500000000000001,2,1,2,2,1
0.49999999999999994,0,1431,1,3,3,1,3,0,0.06440231700895208,15417,7,0,3,3,3,7,1,3,0.07500000000000001,2,1,2,2,1
0.3333333333333333,0,976,26,3,3,2,4,1,0.18199052132701424,12069,0,0,3,1,0,4,2,3,0.07500000000000001,2,2,2,7,2
0.5476190476190477,0,1411,19,3,3,2,1,0,0.10863612427593472,19877,2,0,3,1,2,17,2,2,0.025,0,0,0,6,1
0.5238095238095237,0,1300,24,1,3,2,4,0,0.12164296998420221,24447,1,0,3,1,2,9,3,3,0.225,8,4,7,6,1
0.6428571428571428,0,252,1,3,4,5,4,1,0.9580305423907319,15970,0,0,3,3,1,25,2,3,0.6000000000000001,0,1,7,3,1
0.3095238095238095,0,1327,3,2,3,3,3,0,0.6669826224328594,13523,9,0,3,1,1,9,3,3,0.05,2,2,2,5,1
0.35714285714285715,0,832,5,3,2,1,4,1,0.10015797788309638,14776,1,0,3,3,1,2,2,2,0.05,2,0,2,6,1
0.380952380952381,0,470,2,4,2,2,1,1,0.2605581885202738,23687,6,0,3,2,1,13,3,3,0.275,9,5,9,4,1
0.4523809523809524,0,1017,1,3,2,1,1,1,0.15329120589784098,18697,2,0,3,1,1,17,2,2,0.07500000000000001,1,0,2,6,1
0.6428571428571428,0,1199,7,1,4,2,3,1,0.2856766719325961,5118,4,0,3,4,1,9,1,3,0.07500000000000001,2,0,2,4,1
0.4523809523809524,1,504,10,1,3,3,3,0,0.4759873617693523,22573,6,0,3,2,2,17,5,3,0.025,0,0,0,4,1
0.49999999999999994,0,505,2,3,3,3,3,2,0.5228541337546077,6420,0,0,4,4,0,20,1,3,0.47500000000000003,6,11,8,0,1
0.2619047619047619,0,665,15,3,3,1,4,2,0.07008952080042127,22673,1,0,3,1,0,6,1,3,0.15000000000000002,5,1,5,6,1
0.5714285714285714,0,916,17,4,4,2,1,2,0.29152185360716165,23016,3,1,3,3,0,10,1,3,0.07500000000000001,2,0,2,6,1
0.2619047619047619,0,1247,20,4,3,2,4,0,0.3118483412322275,10732,2,0,3,4,1,10,2,3,0.07500000000000001,2,0,2,7,2
0.16666666666666669,0,685,1,1,3,2,3,1,0.20479199578725646,7505,0,0,3,4,2,5,3,3,0.1,2,1,2,4,1
0.5714285714285714,0,269,2,4,2,1,1,0,0.08341232227488152,8007,0,1,3,3,1,10,4,3,0.225,6,7,8,2,1
0.5238095238095237,0,1416,2,1,3,5,3,0,0.9703528172722485,5949,0,0,3,4,1,22,5,3,0.525,7,3,9,5,1
0.7857142857142856,0,833,1,3,3,1,4,1,0.09025803054239073,23231,1,0,3,2,0,1,0,2,0.025,0,0,0,6,1
0.3095238095238095,1,307,29,3,2,1,2,2,0.13006845708267512,11652,0,0,3,2,0,6,2,4,0.125,4,1,4,2,1
0.3333333333333333,0,1311,7,2,4,1,2,1,0.09399684044233808,26062,1,0,4,3,0,5,3,1,0.125,1,0,3,2,1
0.4761904761904761,0,1327,2,4,2,2,4,1,0.22327540810953136,19682,3,0,3,4,1,13,0,3,0.2,7,7,5,7,2
0.3333333333333333,0,128,2,4,2,2,1,2,0.06145339652448658,19737,4,0,3,4,0,9,5,3,0.15000000000000002,2,0,4,2,1
0.6666666666666665,0,488,2,3,1,4,2,1,0.8353343865192207,14977,3,1,3,2,1,28,2,2,0.17500000000000002,7,7,7,3,2
0.23809523809523808,1,529,2,1,3,1,3,2,0.13038441284886784,14935,2,0,3,3,0,5,5,1,0.0,0,0,0,2,1
0.2619047619047619,0,1210,2,1,2,2,2,1,0.29673512374934174,3687,2,0,3,2,2,10,2,3,0.0,0,0,0,7,2
0.3095238095238095,0,1463,23,2,2,2,4,1,0.240810953133228,14408,0,0,4,2,1,10,2,3,0.225,0,7,8,0,1
0.16666666666666669,0,675,5,2,4,2,1,0,0.15750394944707743,18384,1,0,3,4,2,6,2,3,0.15000000000000002,3,1,5,0,1
0.6428571428571428,0,1385,20,3,3,4,4,1,0.6575566087414428,7501,0,1,3,2,0,21,2,3,0.5,7,4,10,0,1
0.42857142857142855,0,1403,6,4,3,1,4,1,0.11590310689836758,20251,0,0,3,3,1,16,4,3,0.375,13,10,11,2,1
0.8809523809523809,0,452,1,4,3,5,1,2,0.9497630331753554,18938,0,1,3,3,0,37,2,3,0.9,10,4,13,3,1
0.6904761904761905,1,666,29,1,3,3,2,1,0.5708267509215377,10268,1,1,3,4,1,10,2,2,0.25,7,9,9,3,1
0.23809523809523808,0,1158,9,4,3,1,4,1,0.055871511321748286,2613,1,0,4,4,1,5,3,2,0.125,2,0,4,6,1
0.4523809523809524,0,228,6,3,3,2,4,1,0.28925750394944705,22825,4,0,3,2,1,7,5,4,0.125,4,0,1,7,2
0.07142857142857145,0,996,3,4,2,1,3,2,0.11695629278567668,10531,1,0,3,1,0,3,4,4,0.07500000000000001,2,1,0,6,1
0.4523809523809524,0,728,1,1,3,3,4,0,0.6631911532385466,11677,2,1,3,1,2,15,2,3,0.125,2,0,2,5,1
0.4047619047619047,0,1315,22,2,4,3,2,0,0.5785676671932596,19100,7,0,3,2,1,10,6,2,0.17500000000000002,7,6,2,3,1
0.4761904761904761,0,322,7,1,4,2,1,0,0.24202211690363348,19191,1,1,4,3,1,8,3,3,0.2,0,7,7,7,2
0.19047619047619052,0,1479,1,3,3,2,2,0,0.28372827804107426,26767,1,0,4,1,1,6,6,1,0.15000000000000002,5,1,4,4,1
0.7619047619047619,0,797,4,1,3,5,2,0,0.9549763033175355,15815,3,0,3,1,2,28,4,2,0.25,4,1,6,5,1
0.8333333333333333,0,1070,3,3,3,4,3,1,0.872827804107425,21016,3,1,3,4,3,21,5,2,0.125,3,1,3,5,1
0.5714285714285714,0,635,1,2,3,2,3,1,0.20526592943654556,24532,1,0,4,3,0,20,3,3,0.5,16,11,6,7,2
0.2619047619047619,0,442,2,2,3,2,4,2,0.18667719852553977,20260,1,0,3,1,0,10,3,2,0.25,7,0,9,7,2
0.8809523809523809,0,147,20,2,3,2,4,1,0.23201685097419697,15972,3,1,3,4,1,12,4,3,0.25,7,0,8,2,1
0.19047619047619052,0,496,11,1,3,2,1,1,0.19652448657187996,22722,1,1,3,3,1,5,3,3,0.125,3,3,3,0,1
0.4523809523809524,0,1372,1,4,3,1,4,2,0.05824117956819378,15881,1,0,3,2,0,17,3,3,0.42500000000000004,12,5,7,6,1
0.6190476190476188,1,920,24,4,3,1,3,0,0.11332280147446025,19920,3,1,4,4,1,19,0,1,0.025,0,0,0,2,1
0.4761904761904761,0,688,23,4,3,2,4,0,0.24939441811479726,18899,9,0,3,2,1,10,2,3,0.05,2,1,2,0,1
0.19047619047619052,1,1449,16,1,3,1,2,0,0.07182727751448131,14180,2,1,3,4,1,5,2,3,0.07500000000000001,2,0,2,2,1
0.23809523809523808,0,1117,8,4,3,1,4,2,0.12116903633491313,4488,1,0,4,4,0,5,3,3,0.125,3,0,2,6,1
0.7380952380952379,0,636,10,3,3,5,1,2,0.9297525013164823,25594,9,1,3,4,0,22,4,3,0.07500000000000001,2,1,2,5,1
0.42857142857142855,0,506,3,3,3,2,2,2,0.18304370721432334,26285,4,0,3,4,0,10,2,3,0.2,0,7,7,6,1
0.3095238095238095,0,444,5,4,3,1,2,0,0.09373354397051081,3909,1,0,3,3,1,2,5,2,0.05,2,2,2,8,2
0.19047619047619052,1,950,4,4,2,2,4,2,0.25376513954713004,8450,1,1,3,2,0,8,0,3,0.2,7,7,4,7,2
0.4523809523809524,0,889,9,2,3,1,4,1,0.0693522906793049,11411,1,1,3,3,3,4,3,2,0.1,2,1,2,6,1
0.5714285714285714,0,555,26,3,3,4,2,1,0.6590837282780411,14864,5,0,3,4,1,23,2,4,0.5,4,4,8,7,2
0.0,1,230,3,3,3,1,3,2,0.02164296998420221,25233,1,0,3,3,0,0,2,3,0.0,0,0,0,2,1
0.4047619047619047,0,1232,16,3,3,3,2,1,0.3691943127962085,5100,0,0,3,3,2,12,3,2,0.275,9,6,9,7,2
0.42857142857142855,0,566,18,3,4,1,4,1,0.1410742496050553,7122,4,0,3,4,2,4,2,3,0.025,0,0,0,2,1
0.7857142857142856,0,1302,2,4,1,2,2,0,0.23554502369668248,16321,5,0,3,4,1,13,3,3,0.1,1,1,2,4,1
0.5476190476190477,0,334,2,4,3,4,2,2,0.7902053712480253,15896,1,0,3,2,0,22,2,3,0.55,10,0,4,3,2
0.0,0,812,10,4,2,1,3,2,0.010057925223802007,9724,1,0,3,1,0,0,2,3,0.0,0,0,0,8,2
0.23809523809523808,0,1476,16,2,4,2,1,2,0.24497103738809903,4824,0,0,3,3,0,9,2,3,0.2,3,0,7,0,1
0.3095238095238095,0,218,7,2,4,2,4,1,0.31174302264349657,12241,4,0,3,2,1,10,3,2,0.2,7,7,7,7,2
0.49999999999999994,0,1132,1,3,4,3,4,0,0.45308056872037916,10942,0,0,3,1,3,19,5,2,0.45,10,3,7,0,1
0.42857142857142855,0,1105,24,2,3,2,2,1,0.2456556082148499,6927,7,0,3,3,1,11,3,3,0.225,8,0,8,2,1
0.3333333333333333,0,906,7,4,2,2,3,1,0.2356503422854134,16985,1,0,3,3,1,13,3,2,0.325,8,4,8,7,2
0.4761904761904761,0,849,25,1,2,3,2,1,0.5819905213270142,26707,3,0,3,3,1,19,2,3,0.25,8,0,1,5,1
0.9523809523809523,0,390,1,4,1,2,3,0,0.24491837809373354,17056,2,1,3,4,1,12,2,3,0.125,3,1,2,0,1
0.3095238095238095,0,691,5,3,3,1,4,1,0.2007372301211164,10077,0,1,3,3,1,6,4,3,0.125,2,0,3,6,1
0.3095238095238095,0,106,2,1,2,2,1,1,0.28441284886782514,17822,3,0,3,4,0,9,1,3,0.05,2,1,0,1,0
0.6428571428571428,0,1249,7,1,3,3,1,0,0.2212216956292786,20308,1,0,3,1,1,24,2,3,0.6000000000000001,9,9,11,2,1
0.3095238095238095,0,192,2,3,3,1,4,0,0.08878357030015799,7747,0,1,3,2,1,3,2,1,0.05,2,2,2,6,1
0.35714285714285715,0,553,5,4,3,3,2,1,0.5723538704581359,23364,6,0,3,2,2,12,2,3,0.25,6,8,8,3,1
0.49999999999999994,0,117,10,3,3,4,1,1,0.84565560821485,5355,1,1,3,4,0,21,3,3,0.525,9,11,10,3,1
0.5952380952380951,0,185,10,3,3,1,4,2,0.07614533965244866,10675,0,0,3,1,0,9,5,3,0.2,7,1,7,2,1
0.7380952380952379,0,1091,1,3,2,4,3,2,0.682201158504476,17810,7,1,3,4,0,25,2,3,0.17500000000000002,1,0,7,0,1
0.8095238095238095,1,723,8,3,2,2,2,1,0.20705634544497106,17747,2,0,3,1,0,11,3,2,0.2,2,7,7,6,1
0.21428571428571425,0,1220,5,3,3,1,2,2,0.07735650342285413,20938,1,1,3,2,0,4,2,2,0.1,3,1,2,6,1
0.3333333333333333,0,588,8,3,2,2,2,1,0.2221695629278568,24624,1,1,3,4,0,13,2,3,0.325,12,11,9,7,2
0.21428571428571425,0,1377,2,4,3,2,3,2,0.18267509215376515,5242,1,1,3,1,0,5,3,3,0.125,4,0,4,7,2
0.3095238095238095,0,691,7,4,3,2,4,0,0.3442864665613481,7143,4,0,3,4,3,13,3,3,0.17500000000000002,7,1,7,7,2
0.3333333333333333,0,1018,2,1,4,2,4,2,0.21305950500263296,10557,7,0,3,3,0,10,0,2,0.17500000000000002,7,0,7,6,1
0.23809523809523808,1,1157,2,1,1,1,4,1,0.12927856766719328,24737,5,1,3,4,0,5,4,2,0.07500000000000001,2,2,2,6,1
0.28571428571428564,0,1275,28,4,3,2,4,1,0.2509741969457609,11934,1,0,3,4,2,11,2,3,0.25,8,1,9,6,1
0.3095238095238095,0,798,7,3,2,3,3,1,0.41779884149552393,14034,1,0,4,1,1,10,2,3,0.25,9,8,9,4,1
0.49999999999999994,0,672,7,3,2,5,4,1,0.9617166929963138,21141,1,0,3,1,1,21,2,3,0.525,9,13,3,3,1
0.49999999999999994,1,1162,3,4,3,2,3,1,0.22269615587151134,17778,4,1,3,1,0,12,3,2,0.025,0,0,0,7,2
0.35714285714285715,0,508,10,2,2,2,4,2,0.19341758820431806,4317,3,0,3,3,0,9,6,2,0.17500000000000002,7,0,1,7,2
0.6904761904761905,0,1482,5,4,3,5,3,1,0.9105318588730911,16375,4,0,3,2,1,21,2,3,0.07500000000000001,2,1,1,5,1
0.5952380952380951,0,559,10,3,2,2,3,0,0.22369668246445498,6227,1,0,3,2,1,9,3,4,0.225,7,0,0,2,1
0.21428571428571425,0,210,1,3,3,2,2,1,0.2812006319115324,22107,0,1,3,4,1,6,0,3,0.125,4,1,4,7,2
0.857142857142857,0,928,20,4,3,2,3,2,0.20326487625065828,16885,3,0,3,4,0,20,4,2,0.1,3,0,3,6,1
0.5952380952380951,0,1001,7,3,3,3,1,1,0.4726698262243286,9262,8,0,3,1,1,10,1,2,0.025,0,0,0,0,1
0.6428571428571428,0,549,8,4,3,2,4,1,0.1415481832543444,9278,9,0,3,1,2,12,3,3,0.25,9,9,8,6,1
0.5238095238095237,0,1124,1,2,1,2,4,1,0.3395471300684571,13273,2,1,4,3,3,6,2,2,0.1,3,0,2,7,2
0.2619047619047619,1,318,8,2,1,1,1,1,0.0584518167456556,4759,1,1,3,4,0,7,4,2,0.17500000000000002,7,0,7,2,1
0.2619047619047619,0,738,9,2,2,1,4,2,0.15660874144286469,7621,0,0,3,3,0,4,2,3,0.07500000000000001,2,2,2,2,1
0.28571428571428564,0,570,5,4,2,2,3,0,0.26903633491311213,5431,1,0,3,3,3,10,2,3,0.25,9,1,2,7,2
0.21428571428571425,0,1130,8,2,3,2,2,1,0.2740916271721959,3415,1,0,3,1,1,8,3,3,0.2,7,0,7,7,2
0.4523809523809524,0,1192,5,4,3,2,4,0,0.28109531332280147,23177,7,0,3,3,2,8,2,2,0.15000000000000002,2,0,4,4,1
0.4761904761904761,0,343,15,3,2,3,4,0,0.5529752501316483,15682,0,1,3,2,1,12,3,3,0.275,10,2,9,5,1
0.3095238095238095,0,1232,7,3,3,3,4,2,0.32301211163770405,25713,1,1,3,3,0,11,2,2,0.275,9,4,10,4,1
0.2619047619047619,0,144,10,4,2,2,2,0,0.3822538177988415,11866,1,1,3,1,2,7,2,3,0.17500000000000002,7,1,7,7,2
0.4047619047619047,0,1296,5,3,3,3,2,2,0.3731437598736177,18264,0,0,3,4,0,17,5,3,0.4,6,0,13,4,1
0.11904761904761901,0,1309,26,3,3,1,4,0,0.0997893628225382,16092,1,0,3,3,2,4,2,2,0.1,2,0,2,6,1
0.5476190476190477,0,483,6,4,2,2,2,2,0.264507635597683,10110,6,1,3,4,0,8,3,3,0.125,4,1,2,4,1
0.6904761904761905,0,1309,4,2,3,2,3,2,0.10358083201685098,25751,3,0,3,1,0,5,3,3,0.0,0,0,0,8,2
0.5714285714285714,0,810,23,1,3,4,4,2,0.7889942074776198,15901,2,0,3,2,0,16,2,3,0.025,0,0,0,5,1
0.2619047619047619,0,746,2,4,3,2,3,1,0.19167983149025805,16928,1,0,3,1,1,4,3,2,0.1,3,0,2,7,2
0.5714285714285714,0,544,2,3,3,1,3,0,0.08883622959452345,24017,0,1,3,3,1,4,5,3,0.07500000000000001,2,1,0,1,0
0.3333333333333333,0,1062,2,3,3,1,2,1,0.07166929963138494,3956,1,0,3,3,1,8,4,3,0.2,0,0,7,2,1
0.7142857142857142,0,530,29,1,3,3,3,1,0.605318588730911,23978,3,0,4,2,1,15,3,1,0.0,0,0,0,3,2
0.4523809523809524,0,1319,6,3,4,2,1,0,0.26145339652448657,17001,4,1,3,1,2,13,2,3,0.17500000000000002,7,6,7,6,1
0.28571428571428564,0,641,25,4,3,2,3,1,0.19626119010005266,6069,7,1,3,2,1,4,2,4,0.05,2,2,2,7,2
0.19047619047619052,0,933,1,3,3,2,3,1,0.22575039494470775,20156,1,0,3,2,1,8,3,3,0.2,7,7,7,7,2
0.5714285714285714,0,1332,2,1,2,2,4,2,0.3039494470774092,17078,3,0,4,2,0,14,6,3,0.025,0,0,0,0,1
0.07142857142857145,1,756,1,1,2,1,2,2,0.06134807793575566,9150,1,1,3,3,0,3,3,3,0.07500000000000001,2,1,2,8,2
0.42857142857142855,0,845,1,4,3,2,4,2,0.29720905739863085,15276,4,0,3,2,0,7,6,3,0.025,0,0,0,7,2
0.42857142857142855,0,541,3,1,2,3,4,1,0.45760926803580837,7246,4,0,3,1,1,16,2,3,0.325,9,1,12,7,2
0.9285714285714284,0,593,1,4,3,2,3,1,0.3025803054239073,2967,2,0,3,3,0,15,2,3,0.07500000000000001,2,1,2,0,1
0.5238095238095237,0,1171,10,4,4,1,3,1,0.06340179041600844,22495,3,1,3,3,1,10,3,3,0.17500000000000002,7,1,7,2,1
0.07142857142857145,0,895,9,1,3,1,4,2,0.08430753027909427,2851,1,0,4,3,0,3,3,2,0.07500000000000001,2,2,2,8,2
0.35714285714285715,1,350,5,4,3,1,3,2,0.09699842022116906,9150,1,1,3,2,0,1,2,3,0.025,0,0,0,8,2
0.4523809523809524,0,921,10,3,3,1,1,1,0.1286466561348078,17663,6,0,4,2,1,17,3,3,0.125,4,0,3,2,1
0.6666666666666665,0,1144,7,3,3,2,3,1,0.22374934175882047,16044,2,0,3,3,0,7,2,4,0.025,0,0,0,4,1
0.5476190476190477,1,143,4,1,3,2,2,2,0.43949447077409165,9558,1,0,3,3,0,8,5,3,0.2,7,7,7,7,2
0.7619047619047619,0,1046,10,4,2,3,4,2,0.4995787256450763,2755,6,0,3,4,0,20,2,3,0.1,3,1,3,0,1
0.5238095238095237,1,575,22,3,2,2,3,1,0.2828330700368615,6110,2,1,3,1,2,8,6,3,0.15000000000000002,4,1,0,7,2
0.3095238095238095,0,408,9,3,2,1,2,2,0.08678251711427068,7551,0,1,3,4,0,3,5,3,0.05,2,2,2,6,1
0.07142857142857145,1,156,12,3,4,1,2,2,0.08988941548183255,25422,1,0,3,4,0,1,0,3,0.025,0,0,0,8,2
0.2619047619047619,0,1283,23,4,3,1,4,2,0.06276987888362295,18168,9,0,3,4,0,6,4,3,0.07500000000000001,2,1,2,6,1
0.4047619047619047,0,755,9,3,2,2,2,2,0.2912585571353344,19394,9,0,3,3,0,10,5,3,0.025,1,0,0,0,1
0.21428571428571425,0,1469,1,4,3,1,2,0,0.14781463928383362,17881,1,0,3,2,1,5,2,3,0.125,2,0,4,2,1
0.23809523809523808,0,304,9,2,3,2,4,2,0.22348604528699315,20750,1,0,3,4,0,7,1,3,0.17500000000000002,5,0,7,7,2
0.7380952380952379,0,1261,7,2,2,3,3,2,0.524275934702475,12066,8,0,4,3,0,26,2,3,0.125,2,0,0,0,1
0.7857142857142856,0,1178,14,3,3,2,4,1,0.2067930489731438,14862,4,0,3,3,1,18,2,2,0.17500000000000002,7,0,7,7,2
0.42857142857142855,0,329,2,4,3,1,3,1,0.08077935755660876,11868,4,0,3,2,1,6,3,3,0.05,2,2,2,6,1
0.380952380952381,1,1362,19,1,4,2,4,2,0.22617166929963142,4652,8,1,3,2,0,9,3,2,0.125,2,0,4,7,2
0.8809523809523809,0,1311,2,3,3,4,4,2,0.8241179568193786,23258,2,1,3,3,0,30,2,3,0.125,4,1,2,3,1
0.14285714285714285,0,1371,10,4,3,2,3,0,0.17119536598209587,5915,1,1,3,4,1,5,2,4,0.125,2,0,3,7,2
0.28571428571428564,0,202,2,3,3,1,2,1,0.07725118483412324,17434,1,0,3,1,1,1,3,3,0.025,0,0,0,8,2
0.19047619047619052,1,575,3,3,3,1,1,2,0.11021590310689838,6582,0,0,4,3,0,7,2,3,0.15000000000000002,4,0,4,6,1
0.09523809523809518,0,253,11,1,3,1,2,1,0.06503422854133756,24440,1,0,3,4,1,2,1,3,0.05,1,1,2,6,1
0.42857142857142855,0,164,2,2,2,3,3,1,0.3468667719852554,3809,1,0,3,2,2,10,2,3,0.25,9,9,0,7,2
0.28571428571428564,1,464,4,3,3,1,4,2,0.06719325961032122,3427,9,1,4,3,0,3,4,3,0.025,0,0,0,6,1
0.4523809523809524,0,1107,14,4,3,1,1,0,0.10663507109004741,26914,1,0,3,3,1,18,2,2,0.45,7,12,17,2,1
0.5238095238095237,0,759,2,4,3,2,2,0,0.2478146392838336,22553,7,0,3,3,2,8,5,3,0.125,4,1,3,7,2
0.5714285714285714,0,201,1,2,3,1,1,0,0.0825171142706688,20490,3,0,3,2,1,8,5,3,0.125,2,1,2,2,1
0.4523809523809524,0,1305,10,3,3,2,2,2,0.16787783043707216,21123,2,1,3,4,0,18,2,2,0.025,0,0,1,4,1
0.5952380952380951,0,982,12,1,2,4,2,0,0.7017904160084255,4345,1,0,3,3,1,25,3,3,0.625,10,3,9,5,1
0.5238095238095237,0,555,2,2,2,2,3,1,0.128436018957346,13436,6,0,4,2,1,20,3,3,0.025,0,0,0,2,1
0.857142857142857,0,821,5,1,3,5,1,1,0.9687730384412848,8509,4,0,3,3,1,24,4,2,0.1,2,1,2,5,1
0.380952380952381,0,1381,4,3,3,2,3,1,0.29115323854660347,12740,9,0,3,1,1,6,3,3,0.07500000000000001,2,1,2,7,2
0.3095238095238095,0,480,7,2,3,2,1,1,0.17361769352290682,4156,1,0,3,2,1,13,5,1,0.325,10,3,12,4,1
0.5952380952380951,0,313,21,4,3,1,4,1,0.06577145866245393,15238,7,0,4,1,1,8,1,3,0.07500000000000001,2,1,2,2,1
0.5952380952380951,0,1473,8,3,3,2,3,0,0.18499210110584519,2227,4,1,3,4,0,8,3,3,0.125,2,0,2,0,1
0.16666666666666669,0,891,4,2,2,2,4,2,0.18314902580305426,12090,1,1,3,2,0,5,3,3,0.125,4,1,3,7,2
